,behavior,brainarea,cluster,date,depth,ephys,info,isiViolations,nSpikes,sessiontype,subject,tetrode,clusterQuality
42,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,4.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0660283922086,3030.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0,3.0
43,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,5.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.395256916996,1266.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0,0.0
44,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,6.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,1202.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0,3.0
45,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,1.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.0,10.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0,0.0
46,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,2.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.117370892019,853.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0,1.0
47,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,3.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.225733634312,444.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0,0.0
48,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,4.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.286944045911,698.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0,3.0
49,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,2.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.0,119.0,"['noisebursts', 'tuningCurve', 'AM']",band022,2.0,0.0
50,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,2.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.0,447.0,"['noisebursts', 'tuningCurve', 'AM']",band022,3.0,0.0
51,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,2.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.0,268.0,"['noisebursts', 'tuningCurve', 'AM']",band022,5.0,3.0
